"ID";"DeviceID";"Date";"Technician";"PrimaryServiceText";"SecondaryServiceText"
"548";"24805";"2021-07-01";"KG";"Meget vand i betjening.
Udskiftning af label(fugtskade)
Udskiftning af print.
Udskiftning af potmeter(leveret af GMV)
Afprøvet.";
"549";"5911";"2021-07-28";"KG";"Udskiftning af display.
Afprøvet.";
"550";"2439";"2021-08-11";"NV";"Display udskiftet
Ladestik udskiftet
Batteri udskiftet
Afprøvet";
"551";"5925";"2021-09-17";"KG";"Udskiftning af potmeter(Leveret af GMV)
Udskiftning af spiralkabel.
Afprøvet.";
"552";"4025";"2021-10-07";"KG";"Udskiftning af label(leveret af GMV)
Udskiftning af potmeter(leveret af GMV)
Afprøvet.";
"553";"20644";"2021-10-07";"KG";"Udskiftning af spiralkabel( Kabel har været klemt )
Afprøvet.";
"554";"4037";"2021-10-07";"KG";"Udskiftning af label(dårlig forbindelse ved stik)
Udskiftning af potmeter(leveret af GMV)
Afprøvet.";
"555";"29335";"2021-10-07";"KG";"Reklamation afvist.
Udskiftning af label(vandskade, meget vand i betjening)
Udskiftning af potmeter.
Kabinet og print tørret.
Afprøvet.";
"556";"29357";"2021-10-07";"KG";"Udskiftning af potmeter(leveret af GMV)
Print monteret i kabinet.
Afprøvet.";
"557";"15172";"2021-10-08";"KG";"Reklamation.
Rep af dårlig lodning ved modstand til aktiv signal fra potmeter.
Afprøvet.";
"558";"3985";"2021-10-13";"KG";"Udskiftning af label(leveret af GMV)
Udskiftning af potmeter(leveret af GMV)
Afprøvet.";
"559";"2438";"2021-10-15";;"Udskiftning af display.
Print renset.
Rep af indvendig kabinet.
Afprøvet.";
"560";"21721";"2021-10-20";"NV";"Display udskiftet på reklamation
Afprøvet";
"561";"21516";"2021-11-08";"KG";"Udskiftning af label(fugtskade)
Udskiftning af potmeter(leveret af GMV)
Afprøvet.";
"562";"24805";"2021-11-12";"KG";"Efterset, kan ikke finde nogen fejl.";
"563";"8183";"2021-11-12";"KG";"Udskiftning af spiralkabel.
Udskiftning af potmeter(leveret af GMV)
Afprøvet.";
"564";"205";"2021-11-15";"KG";"Udskiftning af label(leveret af GMV)
Udskiftning af potmeter(leveret af GMV)
Afprøvet.";
"565";"31365";"2021-11-15";"KG";"Udskiftning af potmeter(leveret af GMV)
Udskiftning af label.
Afprøvet.";
"566";"8189";"2021-11-15";"KG";"Udskiftning af spiralkabel.
Udskiftning af potmeter(leveret af GMV)
Afprøvet.";
"567";"31914";"2021-11-25";"NV";"Potentiometer udskiftet
Label udskiftet
Afprøvet";
"568";"31914";"2021-11-25";"NV";"Potentiometer udskiftet
Label udskiftet
Afprøvet";
"569";"4033";"2021-11-25";"NV";"Label udskiftet
Potentiometer udskiftet
Spiralkabel udskiftet
Afprøvet";
"570";"4594";"2021-11-25";"NV";"Potentiometer udskiftet
Spiralkabel udskiftet
Afprøvet";
"571";"3321";"2021-11-25";"NV";"Label udskiftet
Potentiometer udskiftet
Afprøvet
";
"572";"3995";"2021-11-25";"NV";"Potentiometer udskiftet
Label udskiftet
Spiralkabel repareret
Afprøvet";
"573";"2721";"2021-11-25";"NV";"Potentiometer udskiftet
Label udskiftet
Afprøvet
";
"574";"5543";"2021-11-25";"NV";"Potentiometer udskiftet
Label udskiftet
Afprøvet
";
"575";"3844";"2021-11-25";"NV";"Potentiometer udskiftet
Label udskiftet
Monteret nyt stik på spiralkabel
Afprøvet";
"576";"9278";"2021-11-29";"NV";"Potentiometer udskiftet
Label udskiftet
Afprøvet";
"577";"32006";"2021-11-29";"NV";"Potentiometer udskiftet
Label udskiftet
Afprøvet";
"578";"32007";"2021-11-30";"NV";"Potentiometer udskiftet
Label udskiftet
Print fraisoleret fra kassen
Afprøvet";
"579";"5912";"2021-12-13";"KG";"Ladekredsløb Udskiftet
Batteri udskiftet(leveret af kunden)
2 stk lader leveret med.
Afprøvet.";
"580";"13799";"2021-12-20";"KG";"Print renset.
Efterset og afprøvet.";"Der har været vand i den.
Vi kan ikke se hvordan det er sket."
"581";"5911";"2021-12-22";"NV";"Batteri udskiftet
Ladekredsløb udskiftet
Crystal udskiftet
Afprøvet";
"582";"2807";"2022-01-05";"KG";"Udskiftning af display.
Afprøvet.";
"583";"8206";"2022-01-05";"NV";"Display udskiftet
Afprøvet";
"584";"5911";"2022-01-05";"KG";"Ladekreds udskiftet igen U/B
";"Måske er hans lader defekt"
"585";"3639";"2022-01-06";"NV";"Display udskiftet
Afprøvet";
"586";"5108";"2022-01-14";"KG";"Rep af ladekredsløb.
Ny lader leveret med.
Afprøvet.";
"587";"11952";"2022-02-02";"KG";"Efterset og afprøvet, kan ikke finde nogen fejl";"Kunden siger at den ikke vil lade, vi kan ikke se fejlen."
"588";"6188";"2022-02-03";"NV";"Label udskiftet pga fugtskade
Potentiometer udskiftet
Afprøvet";
"589";"2622";"2022-02-03";"NV";"Label udskiftet
Potentiometer udskiftet
Afprøvet";
"590";"2658";"2022-02-03";"NV";"Label udskiftet
Potentiometer udskiftet
Afprøvet";
"591";"336";"2022-02-09";"KG";"Udskiftning af potmeter.
Stik til label smurt med fedt.
Afprøvet.";
"592";"34663";"2022-02-10";"KG";"Udskiftning af potmeter(leveret af GMV)
Udskiftning af label(leveret af GMV)
Afprøvet.";
"593";"4476";"2022-02-10";"KG";"Udskiftning af potmeter(leveret af GMV)
Afprøvet.";
"594";"5354";"2022-02-11";"KG";"Udskiftning af potmeter.
Udskiftning af label.
Udskiftning af spiralkabel.
Afprøvet.";
"595";"2792";"2022-02-15";"KG";"Udskiftning af display.
Print renset.
Afprøvet.";
"596";"5108";"2022-03-11";"KG";"Udskiftning af radiomodul
Afprøvet.";
"597";"8493";"2022-03-22";"KG";"Udskiftning af display.
Afprøvet.";
"598";"8206";"2022-03-22";"KG";"Udskiftning af batteri.
Afprøvet.";
"599";"30195";"2022-03-24";"KG";"Tillerhead efterset, reklamation afvist.
Fugtskadet, kan ikke laves.
Plasttop lagt på lager til fremtidig produktion.";
"600";"7854";"2022-03-24";"KG";"Controller testet med 575 v3.8 software.
Ingen fejl fundet.";
"601";"5292";"2022-03-24";"KG";"Controller afprøvet, ingen fejl fundet.";
"602";"36935";"2022-03-24";"KG";"Udskiftning af potmeter.
Udskiftning af label.
Udskiftning af spiralkabel.
Udskiftning af print.
Print fraisoleret kabinet.
Afprøvet.";
"603";"7578";"2022-03-25";"KG";"Udskiftning af label.
Udskiftning af print.
Udskiftning af potmeter.
Afprøvet.";
"604";"903";"2022-03-25";"KG";"Udskiftning af label(fugtskade).
Udskiftning af potmeter.
Afprøvet.";
"605";"1993";"2022-03-25";"KG";"Udskiftning af label (fysiks skade).
Udskiftning af potmeter.
Afprøvet.";
"606";"4030";"2022-03-25";"KG";"Udskiftning af label.
Udskiftning af potmeter.
Afprøvet.";
"607";"4683";"2022-03-28";"KG";"Udskiftning af label(fysiks skade)
Udskiftning af potmeter.
Udskiftning af spiralkabel.
Afprøvet.";
"608";"3426";"2022-03-28";"KG";"Udskiftning af spiralkabel.
Udskiftning af potmeter.
Afprøvet.";
"609";"1240";"2022-03-28";"KG";"Udskiftning af spiralkabel.
Udskiftning af potmeter.
Afprøvet.";
"610";"2438";"2022-03-29";"KG";"Udskiftning af batteri.
Udskiftning af ladekredsløb.
Afprøvet.";
"611";"9927";"2022-04-11";"NV";"DC connector udskiftet
Software opdateret til 1,2
Afprøvet";"Kunde oplever udfald på spejl/radiosignal
Fejl ikke konstateret ved afprøvning her
DC stik udskiftet/software opdateret 
Kenneth Bendtsen
Kløverstien 37, 4300 Holbæk"
"612";"5911";"2022-04-20";"KG";"Display renset.
Print renset.
Afprøvet.";
"613";"2508";"2022-04-21";"NV";"Display udskifet
Batteri udskiftet
Afprøvet";
"614";"3113";"2022-05-04";"NV";"Display udskiftet.
Afprøvet.";"Crystal loddet på igen"
"615";"1706";"2022-05-12";"NV";"Label udskiftet
Potentiometer udskiftet
Afprøvet";
"616";"1706";"2022-05-12";"NV";"Label udskiftet
Potentiometer udskiftet
Afprøvet";
"617";"4021";"2022-05-12";"NV";"Label udskiftet
Potentiometer udskiftet
Afprøvet";
"618";"1502";"2022-05-12";"NV";"Print udskiftet
Label udskiftet
Potentiometer udskiftet
Afprøvet";
"619";"4124";"2022-05-16";"NV";"Print udskiftet
Potentiometer udskiftet
Afprøvet";
"620";"33493";"2022-05-23";"EUK";"Fejl rettet på print : REKLAMATION
Fejl på LED8 - Ikke loddet korrekt (Håndloddet).
J4 Stik udskiftet. Klager over manglende forbindelse.
Rep. og returneret samme dag. ";"Mogens har produceret disse print."
"621";"29170";"2022-05-23";"EUK";"Test af opdatering af +5V forsyning til SEND versionen.
Vi har noget støj på SEND signalet som måske stammer fra +5v forsyningen. Nu er der isat en Amitec 7805 + 47µF50V lyt. Udgangen er loddet direkte på den eksisternde spole (LC).
https://drive.google.com/file/d/1_MRndKXcETGL31tiF5iDlX2kRwMUoBYh/view?usp=sharing
";
"622";"5911";"2022-05-25";"KG";"Udskiftning af display.
Afprøvet.";
"623";"29959";"2022-05-31";"KG";"Genprogrammeret og afprøvet.";"Der var sket en fejl under programmering og GMV kunne ikke få den til at virke derefter."
"624";"28976";"2022-05-31";"KG";"Curtis HYD overbelastet, print er brændt.
Kan ikke laves.";
"625";"2434";"2022-06-01";"NV";"Display udskiftet.
Afprøvet";
"626";"5912";"2022-06-28";"KG";"Udskiftning af display.
Software opdateret.
Afprøvet.";"Ville ikke starte op.
Ny software og problemet var løst.
"
"627";"5911";"2022-08-03";"KG";"Display renset.
Udskiftning af MMB print.
Afprøvet.";
"628";"4123";"2022-08-10";"KG";"Udskiftning af label
Udskiftning af potmeter.
Udskiftning af spiralkabel.
Afprøvet.";
"629";"5911";"2022-08-29";"KG";"Display renset.
Afprøvet.";
"630";"6193";"2022-08-29";"NV";"Potentiometer udskiftet
Label udskiftet
Afprøvet";
"631";"4041";"2022-08-29";"NV";"Potentiometer udskiftet
Label udskiftet
Rep af spiralkabel fra brugtlager
Afprøvet";
"632";"2792";"2022-09-20";"KG";"Udskiftning af display og batteri.
Afprøvet.";
"633";"46166";"2022-09-22";"KG";"Udskiftning af label.
Udskiftning af potmeter.
Udskiftning af print.
Afprøvet.";
"634";"3165";"2022-09-22";"KG";"Udskiftning af label.(knap 6 defekt).
Udskiftning af potmeter.
Afprøvet.";
"635";"4184";"2022-09-22";"KG";"Udskiftning af label(knap 4 defekt).
Udskiftning af potmeter.
Afprøvet.";
"636";"1192";"2022-09-22";"KG";"Udskiftning af label(ingen funktion).
Udskiftning af potmeter.
Udskiftning af spiralkabel.
Afprøvet.";
"637";"2438";"2022-09-27";"NV";"Afladet på grund af defekt lader
Ladet op og afprøvet
Ny lader medsendt
";
"638";"11954";"2022-09-28";"NV";"Kasse / label udskiftet på grund af fysisk skade.
Display udskiftet.
Afprøvet.";
"639";"5464";"2022-09-30";"KG";"Udskiftning af display.
Print renset.
Afprøvet.";
"640";"1687";"2022-10-11";"KG";"Udskiftning af display.
Print renset.
Afprøvet.";
"641";"2647";"2022-10-11";"KG";"Udskiftning af display.
Print renset.
Afprøvet.";
"642";"5034";"2022-10-20";"KG";"Udskiftning af batteri.
Udskiftning af display.
Afprøvet.";
"643";"3314";"2022-10-24";"KG";"Udskiftning af batteri. 
Afprøvet.";
"644";"15421";"2022-11-02";"KG";"Udskiftning af display.
Rep af dårlig forbindelse ved krystal til CPU.
Afprøvet.";
"645";"2644";"2022-11-14";"NV";"Display udskiftet
Afprøvet";
"646";"12170";"2022-11-14";"NV";"Fjernbetjening adskilt og renset for snavs, der aktiverede displayet.
Afprøvet.
";
"647";"2439";"2022-11-16";"KG";"Udskiftning af batteri.
Fjernbetjening adskilt og renset.
Afprøvet.";
"648";"8206";"2022-11-17";"KG";"Adskilt og renset.
Afprøvet.";
"649";"5912";"2022-12-02";"KG";"Display renset.
Print renset for ir.
Afprøvet.";
"650";"5911";"2022-12-20";"NV";"Display udskiftet
Afprøvet";
"651";"4508";"2023-01-04";"NV";"Ladeprint udskiftet
Afprøvet";
"652";"2439";"2023-01-04";"NV";"Ladeprint og ladestik udskiftet
Afprøvet";
"653";"11951";"2023-01-05";"NV";"Display udskiftet på grund af,
at fjernbetjening har været tabt
Afprøvet";
"654";"1602";"2023-01-10";"NV";"Fejlsøgning og test
Ingen fejl konstateret
Opdateret til software v.2.3";
"655";"4508";"2023-01-18";"NV";"Display udskiftet
Afprøvet";
"656";"2809";"2023-02-03";"KG";"Udskiftning af label
Udskiftning af potmeter.
Ombygget til Winlet1000-Belt model med ekstra knap.
Afprøvet.";
"657";"2647";"2023-02-07";"NV";"Display udskiftet
Batteri udskiftet
Afprøvet";"Crystal loddet (var faldet af printet)"
"658";"12170";"2023-02-09";"NV";"Display udskiftet
Afprøvet";"MMB board skiftet pga løs loddeø
Skade sket under produktion
Derfor U/B"
"659";"50903";"2023-02-09";;"Fiktivt serienummer for at skifte 2 år";
"660";"6018";"2023-03-27";"NV";"Udskiftet display
Afprøvet";"Crystal loddet fast"
"661";"47149";"2023-03-27";"NV";"Power Induktor udskiftet
Afprøvet";
"662";"8206";"2023-04-28";;"Udskiftning af display.
Afprøvet.";
"663";"55293";"2023-05-08";"NV";"Label udskiftet
Potentiometer udskiftet
Afprøvet";
"664";"2719";"2023-05-09";"NV";"Potentiometer udskiftet
Afprøvet";
"665";"5411";"2023-05-09";"NV";"Label udskiftet
Potentiometer udskiftet
Afprøvet";
"666";"55329";"2023-05-09";"NV";"Label udskiftet
Potentiometer udskiftet
Afprøvet";
"667";"55340";"2023-05-09";"NV";"Label udskiftet
Potentiometer udskiftet
Afprøvet";
"668";"3320";"2023-05-09";"NV";"Label udskiftet
Potentiometer udskiftet
Afprøvet";
"669";"5058";"2023-05-10";"NV";"Label udskiftet
Spiralkabel udskiftet
Potentiometer udskiftet
Afprøvet";
